,id,event,place,country,latitude,longitude,radius,max_hail_diameter,status,datetime
623,IT_25886,large hail,Tezze sul Brenta ,Italy,45.68,11.76,,3 cm,report confirmed by reliable source,2021-07-31 19:15:00
624,IT_25862,large hail,Bagnoli di Sopra ,Italy,45.19,11.88,,2 cm,report confirmed by reliable source,2021-07-31 19:15:00
625,IT_25879,large hail,Misinto ,Italy,45.66,9.08,,2 cm,report confirmed by reliable source,2021-07-31 19:00:00
626,IT_25889,large hail,Vescovana ,Italy,45.14,11.71,,5 cm,report confirmed by reliable source,2021-07-31 18:45:00
627,IT_25875,large hail,Granze ,Italy,45.16,11.71,,5 cm,report confirmed by reliable source,2021-07-31 18:45:00
628,IT_25885,large hail,Sant''Urbano ,Italy,45.13,11.65,,2 cm,report confirmed by reliable source,2021-07-31 18:30:00
629,IT_25881,large hail,Piacenza d''Adige ,Italy,45.13,11.54,,4 cm,report confirmed by reliable source,2021-07-31 18:30:00
630,IT_25840,large hail,Rasun Anterselva ,Italy,46.86,12.13,,2 cm,report confirmed by reliable source,2021-07-30 21:30:00
631,IT_25841,large hail,Gais ,Italy,46.85,11.95,,3 cm,report confirmed by reliable source,2021-07-30 21:00:00
632,IT_25838,large hail,Vipiteno ,Italy,46.89,11.43,,2 cm,report confirmed by reliable source,2021-07-30 20:30:00
633,IT_25831,large hail,Salgareda ,Italy,45.7,12.49,,5 cm,report confirmed by reliable source,2021-07-28 17:50:00
634,IT_25804,large hail,Venezia ,Italy,45.5,12.33,,2 cm,report confirmed by reliable source,2021-07-28 17:40:00
635,IT_25837,large hail,Farra di Soligo ,Italy,45.89,12.09,,2 cm,report confirmed by reliable source,2021-07-28 17:30:00
636,IT_25806,large hail,Venezia ,Italy,45.5,12.28,,4 cm,report confirmed by reliable source,2021-07-28 17:30:00
637,IT_25805,large hail,Venezia ,Italy,45.49,12.25,,4 cm,report confirmed by reliable source,2021-07-28 17:30:00
638,IT_25836,large hail,Vigasio ,Italy,45.32,10.94,,4 cm,report confirmed by reliable source,2021-07-28 17:00:00
639,IT_25835,large hail,Segusino ,Italy,45.92,11.96,,2 cm,report confirmed by reliable source,2021-07-28 17:00:00
640,IT_25803,large hail,Pieve di Soligo ,Italy,45.9,12.17,,4 cm,report confirmed by reliable source,2021-07-28 16:50:00
641,IT_25802,large hail,Moriago della Battaglia ,Italy,45.87,12.1,,3 cm,report confirmed by reliable source,2021-07-28 16:50:00
642,IT_25834,large hail,Villafranca di Verona ,Italy,45.35,10.85,,3 cm,report confirmed by reliable source,2021-07-28 16:45:00
643,IT_25833,large hail,Pederobba ,Italy,45.86,11.98,,2 cm,report confirmed by reliable source,2021-07-28 16:45:00
644,IT_25829,large hail,San Pietro di Feletto ,Italy,45.93,12.24,,2 cm,report confirmed by reliable source,2021-07-28 16:45:00
645,IT_25756,large hail,Padova ,Italy,45.44,11.84,,2 cm,report confirmed by reliable source,2021-07-28 16:35:00
646,IT_25832,large hail,Valeggio sul Mincio ,Italy,45.35,10.73,,3 cm,report confirmed by reliable source,2021-07-28 16:30:00
647,IT_25801,large hail,Sernaglia della Battaglia ,Italy,45.87,12.18,,5 cm,report confirmed by reliable source,2021-07-28 16:30:00
648,IT_25800,large hail,Vidor ,Italy,45.86,12.04,,3 cm,report confirmed by reliable source,2021-07-28 16:20:00
649,IT_25769,large hail,Castagnaro ,Italy,45.12,11.41,,2 cm,report confirmed by reliable source,2021-07-27 15:45:00
650,IT_25768,large hail,Magnacavallo ,Italy,45.01,11.18,,4 cm,report confirmed by reliable source,2021-07-27 15:30:00
651,IT_25821,large hail,Castelnovo Bariano ,Italy,45.02,11.29,,3 cm,report confirmed by reliable source,2021-07-27 15:15:00
652,IT_25746,large hail,San Giacomo delle Segnate ,Italy,44.97,11.03,,3 cm,report confirmed by reliable source,2021-07-27 15:00:00
653,IT_25745,large hail,Sermide ,Italy,45.01,11.3,,3 cm,report confirmed by reliable source,2021-07-27 15:00:00
654,IT_26008,large hail,Cuneo ,Italy,44.43,7.5,,2 cm,report confirmed by reliable source,2021-07-27 14:00:00
655,IT_25747,large hail,Polesine Parmense ,Italy,45.02,10.09,,2 cm,report confirmed by reliable source,2021-07-27 12:15:00
656,IT_25686,large hail,San Germano Vercellese ,Italy,45.35,8.25,,2 cm,report confirmed by reliable source,2021-07-26 20:30:00
657,IT_25792,large hail,Castelmassa ,Italy,45.02,11.31,,2 cm,report confirmed by reliable source,2021-07-26 15:45:00
658,IT_25818,large hail,Villanova del Ghebbo ,Italy,45.06,11.64,,3 cm,report confirmed by reliable source,2021-07-26 15:15:00
659,IT_25845,large hail,Ostellato ,Italy,44.74,11.94,,3 cm,report confirmed by reliable source,2021-07-26 15:00:00
660,IT_25820,large hail,Saletto ,Italy,45.19,11.56,,4 cm,report confirmed by reliable source,2021-07-26 15:00:00
661,IT_25817,large hail,Santa Margherita d''Adige ,Italy,45.21,11.56,,4 cm,report confirmed by reliable source,2021-07-26 15:00:00
662,IT_25816,large hail,Ceneselli ,Italy,45.01,11.37,,3 cm,report confirmed by reliable source,2021-07-26 15:00:00
663,IT_25815,large hail,Castelnovo Bariano ,Italy,45.02,11.29,,3 cm,report confirmed by reliable source,2021-07-26 15:00:00
664,IT_25675,large hail,Sermide ,Italy,45.0,11.3,,3 cm,report confirmed by reliable source,2021-07-26 15:00:00
665,IT_26317,large hail,Valbona ,Italy,45.29,11.61,< 3 km,,report confirmed by reliable source,2021-07-26 14:45:00
666,IT_25846,large hail,Ferrara ,Italy,44.73,11.64,,2 cm,report confirmed by reliable source,2021-07-26 14:45:00
667,IT_25844,large hail,Portomaggiore ,Italy,44.7,11.81,,5 cm,report confirmed by reliable source,2021-07-26 14:45:00
668,IT_25843,large hail,Poggio Renatico ,Italy,44.73,11.55,,5 cm,report confirmed by reliable source,2021-07-26 14:45:00
669,IT_26316,large hail,Agora di Sotto ,Italy,45.26,11.6,< 3 km,,report confirmed by reliable source,2021-07-26 14:40:00
670,IT_25766,large hail,Ospedaletto Euganeo ,Italy,45.22,11.62,,3 cm,report confirmed by reliable source,2021-07-26 14:35:00
671,IT_25765,large hail,Ponso ,Italy,45.19,11.59,,4 cm,report confirmed by reliable source,2021-07-26 14:35:00
672,IT_26315,large hail,Tre Ponti ,Italy,45.24,11.59,< 3 km,,report confirmed by reliable source,2021-07-26 14:30:00
673,IT_26314,large hail,Bertazzo ,Italy,45.2,11.71,< 3 km,,report confirmed by reliable source,2021-07-26 14:30:00
674,IT_26312,large hail,Este ,Italy,45.22,11.66,< 3 km,,report confirmed by reliable source,2021-07-26 14:30:00
675,IT_25814,large hail,Carceri ,Italy,45.2,11.62,,2 cm,report confirmed by reliable source,2021-07-26 14:30:00
676,IT_25689,large hail,Quistello ,Italy,45.01,10.98,,3 cm,report confirmed by reliable source,2021-07-26 14:30:00
677,IT_26313,large hail,Pagliarin ,Italy,45.22,11.63,< 3 km,,report confirmed by reliable source,2021-07-26 14:25:00
678,IT_26311,large hail,Scuola ,Italy,45.22,11.72,< 3 km,,report confirmed by reliable source,2021-07-26 14:25:00
679,IT_26310,large hail,Monselice ,Italy,45.24,11.75,< 3 km,,report confirmed by reliable source,2021-07-26 14:25:00
680,IT_25674,large hail,Moglia ,Italy,44.93,10.91,,4 cm,report confirmed by reliable source,2021-07-26 14:15:00
681,IT_25646,large hail,Sordevolo ,Italy,45.58,7.97,< 3 km,6 cm,report confirmed by reliable source,2021-07-25 18:30:00
682,IT_25643,large hail,San Francesco al Campo ,Italy,45.23,7.65,,4 cm,report confirmed by reliable source,2021-07-25 18:30:00
683,IT_25638,large hail,Pollone ,Italy,45.58,8.0,,2 cm,report confirmed by reliable source,2021-07-25 18:30:00
684,IT_25632,large hail,Graglia ,Italy,45.56,7.95,,3 cm,report confirmed by reliable source,2021-07-25 18:30:00
685,IT_25628,large hail,Donato ,Italy,45.53,7.91,,3 cm,report confirmed by reliable source,2021-07-25 18:30:00
686,IT_25621,large hail,Cigliano ,Italy,45.31,8.02,,4 cm,report confirmed by reliable source,2021-07-25 18:15:00
687,IT_25644,large hail,San Maurizio Canavese ,Italy,45.2,7.66,,2 cm,report confirmed by reliable source,2021-07-25 18:00:00
688,IT_25708,large hail,San Michele ,Italy,45.64,10.55,< 3 km,4 cm,report confirmed by reliable source,2021-07-25 17:30:00
689,IT_25647,large hail,Toscolano-Maderno ,Italy,45.64,10.61,,5 cm,report confirmed by reliable source,2021-07-25 17:30:00
690,IT_25642,large hail,Salò ,Italy,45.6,10.51,,4 cm,report confirmed by reliable source,2021-07-25 17:30:00
691,IT_25641,large hail,Roè Volciano ,Italy,45.62,10.5,< 3 km,8 cm,report confirmed by reliable source,2021-07-25 17:30:00
692,IT_25651,large hail,Villa Carcina ,Italy,45.63,10.2,,4 cm,report confirmed by reliable source,2021-07-25 17:00:00
693,IT_25635,large hail,Nave ,Italy,45.59,10.29,,6 cm,report confirmed by reliable source,2021-07-25 17:00:00
694,IT_25623,large hail,Concesio ,Italy,45.6,10.22,,3 cm,report confirmed by reliable source,2021-07-25 17:00:00
695,IT_25613,large hail,Bovezzo ,Italy,45.59,10.24,< 3 km,7 cm,report confirmed by reliable source,2021-07-25 17:00:00
696,IT_25618,large hail,Cellatica ,Italy,45.58,10.18,,2 cm,report confirmed by reliable source,2021-07-25 16:45:00
697,IT_25707,large hail,Urgnano ,Italy,45.6,9.69,< 3 km,6 cm,report confirmed by reliable source,2021-07-25 16:40:00
698,IT_25640,large hail,Rodengo-Saiano ,Italy,45.58,10.12,,2 cm,report confirmed by reliable source,2021-07-25 16:20:00
699,IT_25631,large hail,Gorlago ,Italy,45.68,9.82,,2 cm,report confirmed by reliable source,2021-07-25 16:20:00
700,IT_25703,large hail,Gavardo ,Italy,45.61,10.44,,4 cm,report confirmed by reliable source,2021-07-25 16:00:00
701,IT_25648,large hail,Usmate Velate ,Italy,45.65,9.34,,2 cm,report confirmed by reliable source,2021-07-25 16:00:00
702,IT_25625,large hail,Costa di Mezzate ,Italy,45.66,9.8,,2 cm,report confirmed by reliable source,2021-07-25 16:00:00
703,IT_25617,large hail,Castelli Calepio ,Italy,45.64,9.9,,3 cm,report confirmed by reliable source,2021-07-25 16:00:00
704,IT_25616,large hail,Casatenovo ,Italy,45.7,9.31,,3 cm,report confirmed by reliable source,2021-07-25 16:00:00
705,IT_25629,large hail,Filago ,Italy,45.64,9.56,,2 cm,report confirmed by reliable source,2021-07-25 15:45:00
706,IT_25603,large hail,Vigliano Biellese ,Italy,45.56,8.12,,2 cm,report confirmed by reliable source,2021-07-24 16:15:00
707,IT_25600,large hail,Valdengo ,Italy,45.57,8.14,,3 cm,report confirmed by reliable source,2021-07-24 16:15:00
708,IT_25595,large hail,Cossato ,Italy,45.57,8.17,,4 cm,report confirmed by reliable source,2021-07-24 16:15:00
709,IT_25597,large hail,Quaregna ,Italy,45.58,8.17,,2 cm,report confirmed by reliable source,2021-07-24 16:00:00
710,IT_25590,large hail,Biella ,Italy,45.57,8.08,,3 cm,report confirmed by reliable source,2021-07-24 16:00:00
711,IT_25594,large hail,Cerano ,Italy,45.41,8.78,,3 cm,report confirmed by reliable source,2021-07-24 14:45:00
712,IT_25591,large hail,Borgo Vercelli ,Italy,45.36,8.47,,3 cm,report confirmed by reliable source,2021-07-24 14:15:00
713,IT_25598,large hail,Quinto Vercellese ,Italy,45.38,8.36,,6 cm,report confirmed by reliable source,2021-07-24 14:00:00
714,IT_25593,large hail,Caresanablot ,Italy,45.36,8.39,,5 cm,report confirmed by reliable source,2021-07-24 14:00:00
715,IT_25588,large hail,Albano Vercellese ,Italy,45.43,8.38,,6 cm,report confirmed by reliable source,2021-07-24 14:00:00
716,IT_25599,large hail,Santhià ,Italy,45.37,8.18,,5 cm,report confirmed by reliable source,2021-07-24 13:45:00
717,IT_26355,large hail,Volta Mantovana ,Italy,45.32,10.66,< 3 km,,report confirmed by reliable source,2021-07-22 20:21:00
718,IT_26354,large hail,Castellaro Lagusello ,Italy,45.37,10.64,< 3 km,,report confirmed by reliable source,2021-07-22 20:12:00
719,IT_26353,large hail,Pozzolengo ,Italy,45.41,10.63,< 3 km,,report confirmed by reliable source,2021-07-22 20:08:00
720,IT_25585,large hail,Salò ,Italy,45.62,10.55,< 3 km,4 cm,report confirmed by reliable source,2021-07-22 19:00:00
721,IT_25583,large hail,Sirmione ,Italy,45.49,10.61,,2 cm,report confirmed by reliable source,2021-07-22 19:00:00
722,IT_25574,large hail,Borgo Valsugana ,Italy,46.05,11.46,,2 cm,report confirmed by reliable source,2021-07-22 17:15:00
723,IT_25582,large hail,Ceccano ,Italy,41.57,13.34,,2 cm,report confirmed by reliable source,2021-07-22 14:30:00
724,IT_25587,large hail,Lisignago ,Italy,46.19,11.19,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
725,IT_25584,large hail,Salorno ,Italy,46.25,11.21,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
726,IT_25581,large hail,Tassullo ,Italy,46.34,11.05,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
727,IT_25580,large hail,Taio ,Italy,46.32,11.07,,3 cm,report confirmed by reliable source,2021-07-22 14:00:00
728,IT_25579,large hail,San Michele all''Adige ,Italy,46.19,11.13,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
729,IT_25578,large hail,Roverè della Luna ,Italy,46.25,11.17,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
730,IT_25577,large hail,Faedo ,Italy,46.19,11.16,,2 cm,report confirmed by reliable source,2021-07-22 14:00:00
731,IT_25576,large hail,Coredo ,Italy,46.26,11.04,,4 cm,report confirmed by reliable source,2021-07-22 14:00:00
732,IT_26357,large hail,Vervò ,Italy,46.31,11.12,< 3 km,,report confirmed by reliable source,2021-07-22 13:45:00
733,IT_26359,large hail,Tres ,Italy,46.32,11.1,< 3 km,,report confirmed by reliable source,2021-07-22 13:35:00
734,IT_26358,large hail,Tuenno ,Italy,46.33,11.02,< 3 km,,report confirmed by reliable source,2021-07-22 13:22:00
735,IT_26356,large hail,Cles ,Italy,46.37,11.03,< 3 km,,report confirmed by reliable source,2021-07-22 13:05:00
736,IT_25519,large hail,Tigliole ,Italy,44.89,8.07,,2 cm,report confirmed by reliable source,2021-07-16 17:00:00
737,IT_25518,large hail,San Damiano d''Asti ,Italy,44.85,8.06,,2 cm,report confirmed by reliable source,2021-07-16 17:00:00
738,IT_25517,large hail,Voghera ,Italy,44.99,9.01,,2 cm,report confirmed by reliable source,2021-07-16 14:30:00
739,IT_25535,large hail,Seren del Grappa ,Italy,45.99,11.84,,3 cm,report confirmed by reliable source,2021-07-13 21:15:00
740,IT_25530,large hail,Feltre ,Italy,46.01,11.88,,2 cm,report confirmed by reliable source,2021-07-13 21:15:00
741,IT_25536,large hail,Tambre ,Italy,46.13,12.42,,3 cm,report confirmed by reliable source,2021-07-13 21:00:00
742,IT_25542,large hail,Fontanafredda ,Italy,45.98,12.53,,4 cm,report confirmed by reliable source,2021-07-13 20:30:00
743,IT_25544,large hail,Sacile ,Italy,45.97,12.49,,5 cm,report confirmed by reliable source,2021-07-13 20:15:00
744,IT_25543,large hail,Sesto al Reghena ,Italy,45.85,12.81,,3 cm,report confirmed by reliable source,2021-07-13 20:15:00
745,IT_25547,large hail,Isola Vicentina ,Italy,45.63,11.44,,2 cm,report confirmed by reliable source,2021-07-13 20:00:00
746,IT_25538,large hail,Villaverla ,Italy,45.65,11.5,,2 cm,report confirmed by reliable source,2021-07-13 20:00:00
747,IT_25532,large hail,Arzignano ,Italy,45.52,11.32,,3 cm,report confirmed by reliable source,2021-07-13 19:45:00
748,IT_25472,large hail,Soave ,Italy,45.42,11.24,< 3 km,5 cm,report confirmed by reliable source,2021-07-13 19:20:00
749,IT_25546,large hail,Monteforte d''Alpone ,Italy,45.42,11.29,,2 cm,report confirmed by reliable source,2021-07-13 19:15:00
750,IT_25506,large hail,Soave ,Italy,45.45,11.24,,4 cm,report confirmed by reliable source,2021-07-13 19:15:00
751,IT_25505,large hail,Oppeano ,Italy,45.3,11.14,,2 cm,report confirmed by reliable source,2021-07-13 18:40:00
752,IT_25473,large hail,San Giovanni Lupatoto ,Italy,45.39,11.04,< 3 km,2 cm,report confirmed by reliable source,2021-07-13 18:40:00
753,IT_25489,large hail,San Benedetto Po ,Italy,45.04,10.93,,4 cm,report confirmed by reliable source,2021-07-13 18:30:00
754,IT_25504,large hail,Salizzole ,Italy,45.24,11.09,,2 cm,report confirmed by reliable source,2021-07-13 18:15:00
755,IT_25455,large hail,Mantova ,Italy,45.16,10.79,,3 cm,report confirmed by reliable source,2021-07-13 18:00:00
756,IT_25446,large hail,Cattolica ,Italy,43.96,12.74,,2 cm,report confirmed by reliable source,2021-07-13 17:20:00
757,IT_25524,large hail,Polcenigo ,Italy,46.04,12.52,,6 cm,report confirmed by reliable source,2021-07-13 16:00:00
758,IT_25526,large hail,San Vito al Tagliamento ,Italy,45.93,12.92,,4 cm,report confirmed by reliable source,2021-07-13 15:45:00
759,IT_25571,large hail,Gazzada ,Italy,45.77,8.82,< 1 km,,plausibility check passed,2021-07-13 15:00:00
760,IT_25509,large hail,Como ,Italy,45.79,9.08,,2 cm,report confirmed by reliable source,2021-07-13 15:00:00
761,IT_25470,large hail,Vergiate ,Italy,45.72,8.69,,4 cm,report confirmed by reliable source,2021-07-13 15:00:00
762,IT_25467,large hail,Sesto Calende ,Italy,45.73,8.64,,3 cm,report confirmed by reliable source,2021-07-13 15:00:00
763,IT_25457,large hail,Mercallo ,Italy,45.75,8.67,,4 cm,report confirmed by reliable source,2021-07-13 15:00:00
764,IT_25401,large hail,Enego ,Italy,45.93,11.69,,4 cm,report confirmed by reliable source,2021-07-08 18:45:00
765,IT_25178,large hail,Fernazza ad Alleghe ,Italy,46.41,12.04,< 3 km,5 cm,report confirmed by reliable source,2021-07-08 18:40:00
766,IT_25394,large hail,Valstagna ,Italy,45.86,11.66,,6 cm,report confirmed by reliable source,2021-07-08 18:00:00
767,IT_25389,large hail,Foza ,Italy,45.9,11.63,,4 cm,report confirmed by reliable source,2021-07-08 17:50:00
768,IT_25220,large hail,Bussolengo ,Italy,45.44,10.87,< 3 km,6 cm,report confirmed by reliable source,2021-07-08 17:50:00
769,IT_25399,large hail,Salcedo ,Italy,45.76,11.56,,4 cm,report confirmed by reliable source,2021-07-08 17:45:00
770,IT_25391,large hail,Lugo di Vicenza ,Italy,45.75,11.53,,4 cm,report confirmed by reliable source,2021-07-08 17:45:00
771,IT_25390,large hail,Gallio ,Italy,45.89,11.55,,4 cm,report confirmed by reliable source,2021-07-08 17:45:00
772,IT_25388,large hail,Conco ,Italy,45.8,11.61,,8 cm,report confirmed by reliable source,2021-07-08 17:45:00
773,IT_25386,large hail,Calvene ,Italy,45.77,11.51,,4 cm,report confirmed by reliable source,2021-07-08 17:45:00
774,IT_25385,large hail,Asiago ,Italy,45.88,11.51,,4 cm,report confirmed by reliable source,2021-07-08 17:45:00
775,IT_25175,large hail,Sona ,Italy,45.44,10.82,< 3 km,5 cm,report confirmed by reliable source,2021-07-08 17:42:00
776,IT_25221,large hail,Mozzecane ,Italy,45.31,10.82,< 3 km,6 cm,report confirmed by reliable source,2021-07-08 17:40:00
777,IT_25174,large hail,Sommacampagna ,Italy,45.41,10.84,< 3 km,5 cm,report confirmed by reliable source,2021-07-08 17:40:00
778,IT_25222,large hail,Valeggio sul Mincio ,Italy,45.33,10.78,< 3 km,6 cm,report confirmed by reliable source,2021-07-08 17:35:00
779,IT_25219,large hail,Lusiana Conco ,Italy,45.8,11.6,< 3 km,6 cm,report confirmed by reliable source,2021-07-08 17:34:00
780,IT_25409,large hail,Cogollo del Cengio ,Italy,45.79,11.41,,4 cm,report confirmed by reliable source,2021-07-08 17:30:00
781,IT_25407,large hail,Arsiè ,Italy,45.99,11.73,,4 cm,report confirmed by reliable source,2021-07-08 17:30:00
782,IT_25398,large hail,Velo d''Astico ,Italy,45.79,11.37,,3 cm,report confirmed by reliable source,2021-07-08 17:30:00
783,IT_25397,large hail,Marano Vicentino ,Italy,45.69,11.43,,3 cm,report confirmed by reliable source,2021-07-08 17:30:00
784,IT_25393,large hail,Thiene ,Italy,45.71,11.48,,4 cm,report confirmed by reliable source,2021-07-08 17:30:00
785,IT_25392,large hail,Piovene Rocchette ,Italy,45.76,11.43,,4 cm,report confirmed by reliable source,2021-07-08 17:30:00
786,IT_25231,large hail,Sarcedo ,Italy,45.7,11.53,< 3 km,3 cm,report confirmed by reliable source,2021-07-08 17:30:00
787,IT_25161,large hail,Schio ,Italy,45.71,11.36,< 3 km,4 cm,report confirmed by reliable source,2021-07-08 17:21:00
788,IT_26299,large hail,Sesto Imolese ,Italy,44.45,11.73,< 3 km,,report confirmed by reliable source,2021-07-08 17:15:00
789,IT_25291,large hail,Terragnolo ,Italy,45.88,11.15,,3 cm,report confirmed by reliable source,2021-07-07 20:00:00
790,IT_25267,large hail,Folgaria ,Italy,45.93,11.25,,2 cm,report confirmed by reliable source,2021-07-07 20:00:00
791,IT_25294,large hail,Trescore Balneario ,Italy,45.7,9.84,,2 cm,report confirmed by reliable source,2021-07-07 19:00:00
792,IT_25286,large hail,Sarnico ,Italy,45.67,9.96,,3 cm,report confirmed by reliable source,2021-07-07 19:00:00
793,IT_25282,large hail,Predore ,Italy,45.68,10.02,,2 cm,report confirmed by reliable source,2021-07-07 19:00:00
794,IT_25277,large hail,Paratico ,Italy,45.66,9.96,,4 cm,report confirmed by reliable source,2021-07-07 19:00:00
795,IT_25275,large hail,Marone ,Italy,45.74,10.1,,2 cm,report confirmed by reliable source,2021-07-07 19:00:00
796,IT_25273,large hail,Iseo ,Italy,45.66,10.0,,3 cm,report confirmed by reliable source,2021-07-07 19:00:00
797,IT_25260,large hail,Chiuduno ,Italy,45.65,9.85,,4 cm,report confirmed by reliable source,2021-07-07 19:00:00
798,IT_25255,large hail,Capriolo ,Italy,45.64,9.93,,3 cm,report confirmed by reliable source,2021-07-07 19:00:00
799,IT_25253,large hail,Calcinate ,Italy,45.62,9.8,,3 cm,report confirmed by reliable source,2021-07-07 19:00:00
800,IT_25250,large hail,Bolgare ,Italy,45.63,9.81,,2 cm,report confirmed by reliable source,2021-07-07 19:00:00
801,IT_25112,large hail,Villongo ,Italy,45.67,9.93,< 3 km,5 cm,report confirmed by reliable source,2021-07-07 18:30:00
802,IT_25111,large hail,Chiuduno ,Italy,45.65,9.85,< 3 km,5 cm,report confirmed by reliable source,2021-07-07 18:22:00
803,IT_25259,large hail,Cenate Sotto ,Italy,45.7,9.82,,2 cm,report confirmed by reliable source,2021-07-07 18:00:00
804,IT_25114,large hail,Capriate San Gervasio ,Italy,45.62,9.52,< 3 km,2 cm,report confirmed by reliable source,2021-07-07 17:38:00
805,IT_25283,large hail,Pregnana Milanese ,Italy,45.52,9.01,,2 cm,report confirmed by reliable source,2021-07-07 17:15:00
806,IT_25288,large hail,Sedriano ,Italy,45.5,8.96,,2 cm,report confirmed by reliable source,2021-07-07 17:00:00
807,IT_25285,large hail,Santo Stefano Ticino ,Italy,45.49,8.92,,2 cm,report confirmed by reliable source,2021-07-07 17:00:00
808,IT_25274,large hail,Magenta ,Italy,45.47,8.88,,4 cm,report confirmed by reliable source,2021-07-07 17:00:00
809,IT_25292,large hail,Trecate ,Italy,45.43,8.75,,2 cm,report confirmed by reliable source,2021-07-07 16:30:00
810,IT_25270,large hail,Garbagna Novarese ,Italy,45.38,8.66,,2 cm,report confirmed by reliable source,2021-07-07 16:30:00
811,IT_25122,large hail,Bivio Sesia ,Italy,45.34,8.45,< 3 km,,report confirmed by reliable source,2021-07-07 16:24:00
812,IT_25263,large hail,Crescentino ,Italy,45.19,8.1,,2 cm,report confirmed by reliable source,2021-07-07 15:45:00
813,IT_25256,large hail,Casalborgone ,Italy,45.12,7.91,,2 cm,report confirmed by reliable source,2021-07-07 15:45:00
814,IT_25246,large hail,Felonica ,Italy,44.98,11.35,< 3 km,4 cm,report confirmed by reliable source,2021-07-03 21:35:00
815,IT_25247,large hail,Sermide ,Italy,45.0,11.29,< 3 km,4 cm,report confirmed by reliable source,2021-07-03 21:28:00
816,IT_25245,large hail,Gonzaga ,Italy,44.95,10.82,< 3 km,4 cm,report confirmed by reliable source,2021-07-03 20:10:00
817,IT_25097,large hail,Padova ,Italy,45.41,11.88,,3 cm,report confirmed by reliable source,2021-07-01 20:45:00
818,IT_25081,large hail,Valle Aurina ,Italy,47.0,11.93,,2 cm,report confirmed by reliable source,2021-06-30 15:00:00
819,IT_26366,large hail,Romagnano Sesia ,Italy,45.63,8.39,< 3 km,,report confirmed by reliable source,2021-06-29 21:00:00
820,IT_26365,large hail,Ghemme ,Italy,45.6,8.42,< 3 km,,report confirmed by reliable source,2021-06-29 21:00:00
821,IT_25071,large hail,Gattinara ,Italy,45.61,8.37,,2 cm,report confirmed by reliable source,2021-06-29 21:00:00
822,IT_25070,large hail,Cossato ,Italy,45.56,8.18,,2 cm,report confirmed by reliable source,2021-06-29 20:45:00
823,IT_25092,large hail,Nimis ,Italy,46.22,13.26,,4 cm,report confirmed by reliable source,2021-06-29 20:30:00
824,IT_25058,large hail,Tarcento ,Italy,46.25,13.39,< 3 km,8 cm,report confirmed by reliable source,2021-06-29 20:30:00
825,IT_25074,large hail,Piovà Massaia ,Italy,45.05,8.05,,3 cm,report confirmed by reliable source,2021-06-29 18:30:00
826,IT_25073,large hail,Passerano Marmorito ,Italy,45.06,8.02,,4 cm,report confirmed by reliable source,2021-06-29 18:30:00
827,IT_25069,large hail,Cordenons ,Italy,45.99,12.7,,2 cm,report confirmed by reliable source,2021-06-29 18:30:00
828,IT_25062,large hail,Albugnano ,Italy,45.08,7.97,,3 cm,report confirmed by reliable source,2021-06-29 18:30:00
829,IT_25067,large hail,Brugnera ,Italy,45.9,12.53,< 3 km,5 cm,report confirmed by reliable source,2021-06-29 18:15:00
830,IT_25057,large hail,Pordenone ,Italy,45.96,12.66,,5 cm,report confirmed by reliable source,2021-06-29 18:15:00
831,IT_25077,large hail,Prata di Pordenone ,Italy,45.9,12.6,,3 cm,report confirmed by reliable source,2021-06-29 18:00:00
832,IT_25076,large hail,Porcia ,Italy,45.96,12.62,,3 cm,report confirmed by reliable source,2021-06-29 18:00:00
833,IT_25068,large hail,Carisio ,Italy,45.41,8.2,,2 cm,report confirmed by reliable source,2021-06-29 18:00:00
834,IT_25085,large hail,Codognè ,Italy,45.87,12.43,,4 cm,report confirmed by reliable source,2021-06-29 17:45:00
835,IT_25088,large hail,Mareno di Piave ,Italy,45.84,12.35,,5 cm,report confirmed by reliable source,2021-06-29 17:40:00
836,IT_26364,large hail,Casalbeltrame ,Italy,45.44,8.47,< 3 km,,report confirmed by reliable source,2021-06-29 17:30:00
837,IT_25094,large hail,Trichiana ,Italy,46.07,12.13,,2 cm,report confirmed by reliable source,2021-06-29 17:30:00
838,IT_25090,large hail,Santa Lucia di Piave ,Italy,45.85,12.28,,5 cm,report confirmed by reliable source,2021-06-29 17:30:00
839,IT_25089,large hail,Mel ,Italy,46.06,12.08,,3 cm,report confirmed by reliable source,2021-06-29 17:30:00
840,IT_25086,large hail,Conegliano ,Italy,45.89,12.3,,4 cm,report confirmed by reliable source,2021-06-29 17:30:00
841,IT_25065,large hail,Biandrate ,Italy,45.45,8.46,,2 cm,report confirmed by reliable source,2021-06-29 17:30:00
842,IT_25091,large hail,Susegana ,Italy,45.85,12.25,,4 cm,report confirmed by reliable source,2021-06-29 17:20:00
843,IT_25064,large hail,Balocco ,Italy,45.45,8.28,,3 cm,report confirmed by reliable source,2021-06-29 17:00:00
844,IT_25060,large hail,Sesto Calende ,Italy,45.73,8.64,,2 cm,report confirmed by reliable source,2021-06-28 21:30:00
