,id,event,place,country,latitude,longitude,radius,max_hail_diameter,status,datetime
0,IT_28837,large hail,Santa Maria della Versa ,Italy,44.99,9.3,< 3 km,4 cm,report confirmed by reliable source,2022-07-26 21:45:00
1,IT_28828,large hail,Cigliano ,Italy,45.31,8.02,,2 cm,report confirmed by reliable source,2022-07-26 21:40:00
2,IT_28840,large hail,Stradella ,Italy,45.08,9.3,,2 cm,report confirmed by reliable source,2022-07-26 21:25:00
3,IT_28830,large hail,Lodi ,Italy,45.31,9.51,< 3 km,7 cm,report confirmed by reliable source,2022-07-26 20:10:00
4,IT_28835,large hail,Rescaldina ,Italy,45.62,8.96,,3 cm,report confirmed by reliable source,2022-07-26 19:30:00
5,IT_28841,large hail,Uboldo ,Italy,45.61,9.0,,5 cm,report confirmed by reliable source,2022-07-26 19:20:00
6,IT_28834,large hail,Origgio ,Italy,45.6,9.02,,3 cm,report confirmed by reliable source,2022-07-26 19:20:00
7,IT_28838,large hail,Saronno ,Italy,45.62,9.03,< 3 km,5 cm,report confirmed by reliable source,2022-07-26 19:10:00
8,IT_28833,large hail,Montorfano ,Italy,45.78,9.15,,2 cm,report confirmed by reliable source,2022-07-26 17:55:00
9,IT_28822,large hail,Reggiolo ,Italy,44.92,10.8,,2 cm,report confirmed by reliable source,2022-07-26 16:40:00
10,IT_28821,large hail,Luzzara ,Italy,44.94,10.73,,2 cm,report confirmed by reliable source,2022-07-26 16:20:00
11,IT_28969,large hail,San Quirino ,Italy,46.03,12.66,< 3 km,3 cm,report confirmed by reliable source,2022-07-26 00:45:00
12,IT_28797,large hail,Egna ,Italy,46.27,11.24,,3 cm,report confirmed by reliable source,2022-07-25 19:45:00
13,IT_28799,large hail,Lagnasco ,Italy,44.63,7.56,,4 cm,report confirmed by reliable source,2022-07-25 16:45:00
14,IT_28809,large hail,Saluzzo ,Italy,44.64,7.49,< 3 km,5 cm,report confirmed by reliable source,2022-07-25 16:30:00
15,IT_28824,large hail,Rubiana ,Italy,45.14,7.38,,2 cm,report confirmed by reliable source,2022-07-25 15:25:00
16,IT_28788,large hail,Rogliano ,Italy,39.18,16.47,< 3 km,2 cm,report confirmed by reliable source,2022-07-24 13:00:00
17,IT_28783,large hail,Cannobio ,Italy,46.06,8.7,< 1 km,2 cm,plausibility check passed,2022-07-23 00:30:00
18,IT_28750,large hail,L''Aquila ,Italy,42.33,13.38,< 3 km,2 cm,report confirmed by reliable source,2022-07-17 13:40:00
19,IT_28748,large hail,Renon ,Italy,46.54,11.47,,2 cm,report confirmed by reliable source,2022-07-16 17:55:00
20,IT_28746,large hail,Feltre ,Italy,46.02,11.9,,2 cm,report confirmed by reliable source,2022-07-11 21:30:00
21,IT_28745,large hail,Pedavena ,Italy,46.04,11.88,,2 cm,report confirmed by reliable source,2022-07-11 21:25:00
22,IT_28707,large hail,Bolsena ,Italy,42.64,11.99,< 3 km,4 cm,report confirmed by reliable source,2022-07-07 22:25:00
23,IT_28648,large hail,Acquapendente ,Italy,42.76,11.94,,4 cm,report confirmed by reliable source,2022-07-07 21:35:00
24,IT_28689,large hail,Laterina ,Italy,43.48,11.72,,4 cm,report confirmed by reliable source,2022-07-07 20:40:00
25,IT_28651,large hail,Figline Valdarno ,Italy,43.62,11.47,,3 cm,report confirmed by reliable source,2022-07-07 20:30:00
26,IT_28633,large hail,Santa Sofia ,Italy,43.93,11.85,< 5 km,6 cm,report confirmed by reliable source,2022-07-07 19:50:00
27,IT_28676,large hail,Premilcuore ,Italy,43.98,11.78,,3 cm,report confirmed by reliable source,2022-07-07 19:45:00
28,IT_28678,large hail,Jesi ,Italy,43.53,13.26,,2 cm,report confirmed by reliable source,2022-07-07 19:40:00
29,IT_28644,large hail,Pergine Valdarno ,Italy,43.47,11.69,,3 cm,report confirmed by reliable source,2022-07-07 19:35:00
30,IT_28643,large hail,Predappio ,Italy,44.11,11.93,,3 cm,report confirmed by reliable source,2022-07-07 19:20:00
31,IT_28601,large hail,Formigine ,Italy,44.58,10.82,,6 cm,report confirmed by reliable source,2022-07-07 19:20:00
32,IT_28675,large hail,Castelnuovo Rangone ,Italy,44.57,10.91,,3 cm,report confirmed by reliable source,2022-07-07 19:15:00
33,IT_28632,large hail,Dovadola ,Italy,44.12,11.88,< 3 km,6 cm,report confirmed by reliable source,2022-07-07 19:15:00
34,IT_28609,large hail,Modena ,Italy,44.64,10.92,,4 cm,report confirmed by reliable source,2022-07-07 19:10:00
35,IT_28674,large hail,Medolla ,Italy,44.85,11.08,,3 cm,report confirmed by reliable source,2022-07-07 19:00:00
36,IT_28646,large hail,Solarolo ,Italy,44.36,11.83,,3 cm,report confirmed by reliable source,2022-07-07 18:50:00
37,IT_28680,large hail,Bagnara di Romagna ,Italy,44.39,11.82,,2 cm,report confirmed by reliable source,2022-07-07 18:45:00
38,IT_28624,large hail,Schivenoglia ,Italy,45.0,11.07,,4 cm,report confirmed by reliable source,2022-07-07 18:30:00
39,IT_28614,large hail,Poggio Rusco ,Italy,44.98,11.12,,7 cm,report confirmed by reliable source,2022-07-07 18:30:00
40,IT_28630,large hail,Villa Poma ,Italy,45.0,11.11,,5 cm,report confirmed by reliable source,2022-07-07 18:25:00
41,IT_28615,large hail,Revere ,Italy,45.05,11.13,< 3 km,8 cm,report confirmed by reliable source,2022-07-07 18:20:00
42,IT_28612,large hail,Ostiglia ,Italy,45.07,11.13,< 3 km,9 cm,report confirmed by reliable source,2022-07-07 18:15:00
43,IT_28607,large hail,Melara ,Italy,45.06,11.2,< 3 km,6 cm,report confirmed by reliable source,2022-07-07 18:10:00
44,IT_28602,large hail,Gazzo Veronese ,Italy,45.14,11.13,,5 cm,report confirmed by reliable source,2022-07-07 18:05:00
45,IT_28621,large hail,Sanguinetto ,Italy,45.18,11.15,,7 cm,report confirmed by reliable source,2022-07-07 17:55:00
46,IT_28598,large hail,Cerea ,Italy,45.19,11.21,,5 cm,report confirmed by reliable source,2022-07-07 17:55:00
47,IT_28572,large hail,Satriano di Lucania ,Italy,40.54,15.64,,2 cm,report confirmed by reliable source,2022-07-06 14:35:00
48,IT_28583,large hail,Farini ,Italy,44.74,9.59,,2 cm,report confirmed by reliable source,2022-07-06 14:00:00
49,IT_28582,large hail,Ferriere ,Italy,44.65,9.5,,2 cm,report confirmed by reliable source,2022-07-06 13:55:00
50,IT_28578,large hail,Città di Castello ,Italy,43.45,12.23,,2 cm,report confirmed by reliable source,2022-07-06 12:25:00
51,IT_28592,large hail,Porto Tolle ,Italy,44.96,12.41,< 3 km,4 cm,report confirmed by reliable source,2022-07-06 02:00:00
52,IT_28593,large hail,Porto Viro ,Italy,45.04,12.22,,5 cm,report confirmed by reliable source,2022-07-06 01:50:00
53,IT_28573,large hail,Rosolina ,Italy,45.08,12.24,< 3 km,4 cm,report confirmed by reliable source,2022-07-06 01:45:00
54,IT_28577,large hail,Correzzola ,Italy,45.23,12.07,,3 cm,report confirmed by reliable source,2022-07-06 01:35:00
55,IT_28574,large hail,Pontelongo ,Italy,45.25,12.03,,2 cm,report confirmed by reliable source,2022-07-06 01:20:00
56,IT_28580,large hail,Bovolenta ,Italy,45.27,11.94,,3 cm,report confirmed by reliable source,2022-07-06 01:10:00
57,IT_28590,large hail,Albignasego ,Italy,45.34,11.87,,2 cm,report confirmed by reliable source,2022-07-06 00:55:00
58,IT_28579,large hail,Casalserugo ,Italy,45.32,11.91,,2 cm,report confirmed by reliable source,2022-07-06 00:45:00
59,IT_28576,large hail,Maserà di Padova ,Italy,45.32,11.86,,3 cm,report confirmed by reliable source,2022-07-06 00:40:00
60,IT_28575,large hail,Montegalda ,Italy,45.44,11.68,,2 cm,report confirmed by reliable source,2022-07-06 00:10:00
61,IT_28660,large hail,Palmanova ,Italy,45.91,13.31,,2 cm,report confirmed by reliable source,2022-07-05 14:45:00
62,IT_28545,large hail,Pisticci ,Italy,40.3,16.78,< 1 km,2 cm,report confirmed by reliable source,2022-07-05 13:20:00
63,IT_28541,large hail,Biella ,Italy,45.56,8.06,,2 cm,report confirmed by reliable source,2022-07-04 22:35:00
64,IT_28723,large hail,San Quirino ,Italy,46.06,12.69,,2 cm,report confirmed by reliable source,2022-07-04 20:25:00
65,IT_28560,large hail,Argenta ,Italy,44.62,11.84,,2 cm,report confirmed by reliable source,2022-07-04 19:10:00
66,IT_28513,large hail,Monzuno ,Italy,44.28,11.27,,3 cm,report confirmed by reliable source,2022-07-04 18:15:00
67,IT_28511,large hail,Minerbio ,Italy,44.63,11.49,,3 cm,report confirmed by reliable source,2022-07-04 18:10:00
68,IT_28536,large hail,Vergato ,Italy,44.28,11.11,,3 cm,report confirmed by reliable source,2022-07-04 18:05:00
69,IT_28512,large hail,Monte San Pietro ,Italy,44.37,11.13,,3 cm,report confirmed by reliable source,2022-07-04 18:00:00
70,IT_28495,large hail,Castel Maggiore ,Italy,44.58,11.36,,6 cm,report confirmed by reliable source,2022-07-04 17:55:00
71,IT_28481,large hail,Bologna ,Italy,44.53,11.31,,5 cm,report confirmed by reliable source,2022-07-04 17:50:00
72,IT_28540,large hail,Zola Predosa ,Italy,44.49,11.22,,3 cm,report confirmed by reliable source,2022-07-04 17:45:00
73,IT_28434,large hail,Gazzaniga ,Italy,45.79,9.83,< 3 km,3 cm,plausibility check passed,2022-07-04 17:36:00
74,IT_28534,large hail,Varallo ,Italy,45.81,8.26,,2 cm,report confirmed by reliable source,2022-07-04 17:20:00
75,IT_28478,large hail,Anzola dell''Emilia ,Italy,44.55,11.19,,3 cm,report confirmed by reliable source,2022-07-04 17:20:00
76,IT_28518,large hail,Pella ,Italy,45.8,8.39,,2 cm,report confirmed by reliable source,2022-07-04 17:15:00
77,IT_28710,large hail,Mondovì ,Italy,44.39,7.83,< 3 km,6 cm,report confirmed by reliable source,2022-07-04 14:10:00
78,IT_28470,large hail,San Lorenzo ,Italy,44.36,7.82,< 5 km,5 cm,report confirmed by reliable source,2022-07-04 14:09:00
79,IT_28469,large hail,Mondovì ,Italy,44.4,7.82,< 5 km,5 cm,report confirmed by reliable source,2022-07-04 14:09:00
80,IT_28430,large hail,Mezzana ,Italy,46.32,10.8,< 3 km,,report confirmed by reliable source,2022-07-03 21:10:00
81,IT_28428,large hail,Rivarolo Canavese ,Italy,45.33,7.72,,2 cm,report confirmed by reliable source,2022-07-03 21:00:00
82,IT_28720,large hail,Piobesi d''Alba ,Italy,44.73,7.98,,2 cm,report confirmed by reliable source,2022-07-03 20:00:00
83,IT_28425,large hail,Bricherasio ,Italy,44.83,7.3,,2 cm,report confirmed by reliable source,2022-07-03 18:35:00
84,IT_28426,large hail,Pinerolo ,Italy,44.89,7.31,,2 cm,report confirmed by reliable source,2022-07-03 18:30:00
85,IT_28427,large hail,Prarostino ,Italy,44.87,7.26,,3 cm,report confirmed by reliable source,2022-07-03 18:25:00
86,IT_28423,large hail,Borgo Valsugana ,Italy,46.1,11.51,,2 cm,report confirmed by reliable source,2022-07-01 16:00:00
87,IT_28388,large hail,Crespano del Grappa ,Italy,45.83,11.84,,2 cm,report confirmed by reliable source,2022-07-01 15:40:00
88,IT_28381,large hail,Borso del Grappa ,Italy,45.82,11.8,,4 cm,report confirmed by reliable source,2022-07-01 15:35:00
89,IT_28417,large hail,Torri di Quartesolo ,Italy,45.52,11.61,,3 cm,report confirmed by reliable source,2022-07-01 15:25:00
90,IT_28410,large hail,San Zenone degli Ezzelini ,Italy,45.78,11.84,,3 cm,report confirmed by reliable source,2022-07-01 15:25:00
91,IT_28399,large hail,Malo ,Italy,45.64,11.42,,2 cm,report confirmed by reliable source,2022-07-01 15:15:00
92,IT_28396,large hail,Isola Vicentina ,Italy,45.63,11.44,,3 cm,report confirmed by reliable source,2022-07-01 15:15:00
93,IT_28385,large hail,Cassola ,Italy,45.73,11.8,,3 cm,report confirmed by reliable source,2022-07-01 15:15:00
94,IT_28415,large hail,Tezze sul Brenta ,Italy,45.68,11.73,,5 cm,report confirmed by reliable source,2022-07-01 15:10:00
95,IT_28409,large hail,Sant''Angelo di Piove di Sacco ,Italy,45.37,12.01,,6 cm,report confirmed by reliable source,2022-07-01 15:10:00
96,IT_28406,large hail,Rossano Veneto ,Italy,45.7,11.8,,3 cm,report confirmed by reliable source,2022-07-01 15:10:00
97,IT_28405,large hail,Rosà ,Italy,45.73,11.76,,4 cm,report confirmed by reliable source,2022-07-01 15:10:00
98,IT_28400,large hail,Mira ,Italy,45.45,12.17,,2 cm,report confirmed by reliable source,2022-07-01 15:10:00
99,IT_28389,large hail,Dolo ,Italy,45.42,12.08,,4 cm,report confirmed by reliable source,2022-07-01 15:10:00
100,IT_28383,large hail,Camponogara ,Italy,45.38,12.07,,4 cm,report confirmed by reliable source,2022-07-01 15:10:00
101,IT_28380,large hail,Asiago ,Italy,45.87,11.51,,4 cm,report confirmed by reliable source,2022-07-01 15:10:00
102,IT_28392,large hail,Fossò ,Italy,45.38,12.05,,5 cm,report confirmed by reliable source,2022-07-01 15:05:00
103,IT_28418,large hail,Vigonovo ,Italy,45.39,12.01,,6 cm,report confirmed by reliable source,2022-07-01 15:00:00
104,IT_28413,large hail,Stra ,Italy,45.41,12.0,,4 cm,report confirmed by reliable source,2022-07-01 15:00:00
105,IT_28391,large hail,Fontaniva ,Italy,45.65,11.74,,5 cm,report confirmed by reliable source,2022-07-01 15:00:00
106,IT_28390,large hail,Fiesso d''Artico ,Italy,45.42,12.03,,3 cm,report confirmed by reliable source,2022-07-01 15:00:00
107,IT_28387,large hail,Cittadella ,Italy,45.65,11.78,,5 cm,report confirmed by reliable source,2022-07-01 15:00:00
108,IT_28397,large hail,Legnaro ,Italy,45.35,11.96,,5 cm,report confirmed by reliable source,2022-07-01 14:55:00
109,IT_28419,large hail,Vigonza ,Italy,45.44,11.98,,4 cm,report confirmed by reliable source,2022-07-01 14:50:00
110,IT_28411,large hail,Saonara ,Italy,45.37,11.98,,5 cm,report confirmed by reliable source,2022-07-01 14:50:00
111,IT_28374,large hail,Volpiano ,Italy,45.2,7.78,,3 cm,report confirmed by reliable source,2022-06-30 21:25:00
112,IT_28369,large hail,Settimo Torinese ,Italy,45.15,7.71,,5 cm,report confirmed by reliable source,2022-06-30 21:15:00
113,IT_28363,large hail,Leini ,Italy,45.18,7.71,< 3 km,4 cm,report confirmed by reliable source,2022-06-30 21:15:00
114,IT_28358,large hail,Caselle Torinese ,Italy,45.16,7.65,,6 cm,report confirmed by reliable source,2022-06-30 21:10:00
115,IT_28356,large hail,Borgaro Torinese ,Italy,45.15,7.66,,5 cm,report confirmed by reliable source,2022-06-30 21:10:00
116,IT_28373,large hail,Venaria Reale ,Italy,45.13,7.63,< 3 km,6 cm,report confirmed by reliable source,2022-06-30 21:05:00
117,IT_28364,large hail,Pianezza ,Italy,45.11,7.56,,6 cm,report confirmed by reliable source,2022-06-30 21:00:00
118,IT_28360,large hail,Druento ,Italy,45.13,7.58,,6 cm,report confirmed by reliable source,2022-06-30 21:00:00
119,IT_28359,large hail,Collegno ,Italy,45.08,7.57,,3 cm,report confirmed by reliable source,2022-06-30 21:00:00
120,IT_28368,large hail,San Gillio ,Italy,45.14,7.53,,4 cm,report confirmed by reliable source,2022-06-30 20:55:00
121,IT_28365,large hail,Rivoli ,Italy,45.08,7.51,,5 cm,report confirmed by reliable source,2022-06-30 20:55:00
122,IT_28354,large hail,Alpignano ,Italy,45.09,7.53,,5 cm,report confirmed by reliable source,2022-06-30 20:55:00
123,IT_28366,large hail,Rosta ,Italy,45.07,7.47,,3 cm,report confirmed by reliable source,2022-06-30 20:50:00
124,IT_28357,large hail,Caselette ,Italy,45.11,7.48,,4 cm,report confirmed by reliable source,2022-06-30 20:45:00
125,IT_28355,large hail,Avigliana ,Italy,45.08,7.4,,4 cm,report confirmed by reliable source,2022-06-30 20:40:00
126,IT_28353,large hail,Almese ,Italy,45.12,7.39,,3 cm,report confirmed by reliable source,2022-06-30 20:40:00
127,IT_28371,large hail,Valgioie ,Italy,45.06,7.35,,3 cm,report confirmed by reliable source,2022-06-30 20:35:00
128,IT_28336,large hail,Caselle Torinese ,Italy,45.17,7.65,,2 cm,report confirmed by reliable source,2022-06-28 12:30:00
129,IT_28338,large hail,Pontechianale ,Italy,44.66,6.97,< 3 km,,report confirmed by reliable source,2022-06-28 10:30:00
130,IT_28306,large hail,Chiavenna ,Italy,46.32,9.4,,2 cm,report confirmed by reliable source,2022-06-28 09:00:00
131,IT_28313,large hail,Ivrea ,Italy,45.47,7.87,,2 cm,report confirmed by reliable source,2022-06-28 08:15:00
132,IT_28307,large hail,Corio ,Italy,45.31,7.53,,4 cm,report confirmed by reliable source,2022-06-28 07:50:00
133,IT_28303,large hail,Borgiallo ,Italy,45.42,7.67,,4 cm,report confirmed by reliable source,2022-06-28 07:50:00
134,IT_28318,large hail,Maccagno ,Italy,46.04,8.74,< 3 km,3 cm,report confirmed by reliable source,2022-06-28 07:45:00
135,IT_28308,large hail,Cuorgnè ,Italy,45.39,7.66,,5 cm,report confirmed by reliable source,2022-06-28 07:45:00
136,IT_28301,large hail,Baldissero Torinese ,Italy,45.07,7.81,,2 cm,report confirmed by reliable source,2022-06-28 07:40:00
137,IT_28310,large hail,Forno Canavese ,Italy,45.35,7.59,< 3 km,5 cm,report confirmed by reliable source,2022-06-28 07:30:00
138,IT_28332,large hail,Verbania ,Italy,45.94,8.47,,3 cm,report confirmed by reliable source,2022-06-28 07:25:00
139,IT_28331,large hail,Trofarello ,Italy,44.98,7.74,< 3 km,4 cm,report confirmed by reliable source,2022-06-28 07:25:00
140,IT_28321,large hail,Moncalieri ,Italy,45.0,7.69,,3 cm,report confirmed by reliable source,2022-06-28 07:25:00
141,IT_28335,large hail,Santena ,Italy,44.95,7.76,< 3 km,4 cm,report confirmed by reliable source,2022-06-28 07:20:00
142,IT_28314,large hail,La Loggia ,Italy,44.96,7.67,,3 cm,report confirmed by reliable source,2022-06-28 07:20:00
143,IT_28305,large hail,Carignano ,Italy,44.91,7.67,,3 cm,report confirmed by reliable source,2022-06-28 07:15:00
144,IT_28325,large hail,Quarna Sotto ,Italy,45.87,8.36,< 3 km,3 cm,report confirmed by reliable source,2022-06-28 07:10:00
145,IT_28322,large hail,Omegna ,Italy,45.88,8.41,,3 cm,report confirmed by reliable source,2022-06-28 07:10:00
146,IT_28326,large hail,Quarona ,Italy,45.76,8.27,,3 cm,report confirmed by reliable source,2022-06-28 07:05:00
147,IT_28304,large hail,Buriasco ,Italy,44.87,7.42,,2 cm,report confirmed by reliable source,2022-06-28 07:00:00
148,IT_28327,large hail,Rosazza ,Italy,45.67,7.98,,2 cm,report confirmed by reliable source,2022-06-28 06:30:00
149,IT_28323,large hail,Piedicavallo ,Italy,45.69,7.95,,2 cm,report confirmed by reliable source,2022-06-28 06:30:00
150,IT_28320,large hail,Mesenzana ,Italy,45.95,8.76,,2 cm,report confirmed by reliable source,2022-06-28 06:20:00
151,IT_28315,large hail,Laveno-Mombello ,Italy,45.91,8.62,,2 cm,report confirmed by reliable source,2022-06-28 06:05:00
152,IT_28337,large hail,Carema ,Italy,45.58,7.81,,3 cm,report confirmed by reliable source,2022-06-28 06:00:00
153,IT_28288,large hail,Chivasso ,Italy,45.23,7.88,< 3 km,3 cm,report confirmed by reliable source,2022-06-24 11:50:00
154,IT_28286,large hail,Caluso ,Italy,45.27,7.89,< 3 km,6 cm,report confirmed by reliable source,2022-06-24 11:50:00
155,IT_28267,large hail,Pray ,Italy,45.67,8.22,,2 cm,report confirmed by reliable source,2022-06-22 06:10:00
156,IT_28266,large hail,Portogruaro ,Italy,45.79,12.88,< 3 km,2 cm,report confirmed by reliable source,2022-06-22 00:20:00
157,IT_28273,large hail,Ruda ,Italy,45.84,13.4,,3 cm,report confirmed by reliable source,2022-06-21 22:20:00
158,IT_28272,large hail,Campolongo Tapogliano ,Italy,45.88,13.4,,2 cm,report confirmed by reliable source,2022-06-21 22:15:00
159,IT_28275,large hail,San Vito al Torre ,Italy,45.9,13.37,,3 cm,report confirmed by reliable source,2022-06-21 22:10:00
160,IT_28269,large hail,Bagnaria Arsa ,Italy,45.88,13.29,,2 cm,report confirmed by reliable source,2022-06-21 22:10:00
161,IT_28271,large hail,Castions di Strada ,Italy,45.91,13.18,,2 cm,report confirmed by reliable source,2022-06-21 21:55:00
162,IT_28274,large hail,Aviano ,Italy,46.07,12.59,,2 cm,report confirmed by reliable source,2022-06-21 20:45:00
163,IT_28264,large hail,Puos d''Alpago ,Italy,46.13,12.36,< 3 km,3 cm,report confirmed by reliable source,2022-06-21 20:30:00
164,IT_28258,large hail,Belluno ,Italy,46.16,12.17,< 1 km,3 cm,report confirmed by reliable source,2022-06-21 20:05:00
165,IT_28239,large hail,Aldino ,Italy,46.37,11.36,,3 cm,report confirmed by reliable source,2022-06-21 18:20:00
166,IT_28262,large hail,Ora ,Italy,46.35,11.3,,3 cm,report confirmed by reliable source,2022-06-21 18:10:00
167,IT_28252,large hail,Vadena ,Italy,46.41,11.3,,2 cm,report confirmed by reliable source,2022-06-21 18:10:00
168,IT_28249,large hail,Termeno sulla Strada del Vino ,Italy,46.34,11.24,,3 cm,report confirmed by reliable source,2022-06-21 18:05:00
169,IT_28241,large hail,Caldaro sulla Strada del Vino ,Italy,46.41,11.24,,3 cm,report confirmed by reliable source,2022-06-21 18:00:00
170,IT_28261,large hail,Ruffrè-Mendola ,Italy,46.41,11.19,,4 cm,report confirmed by reliable source,2022-06-21 17:55:00
171,IT_28260,large hail,Fondo ,Italy,46.44,11.14,,4 cm,report confirmed by reliable source,2022-06-21 17:50:00
172,IT_28253,large hail,Sarnonico ,Italy,46.42,11.14,,4 cm,report confirmed by reliable source,2022-06-21 17:50:00
173,IT_28248,large hail,Sarentino ,Italy,46.42,11.14,,5 cm,report confirmed by reliable source,2022-06-21 17:50:00
174,IT_28247,large hail,Ronzone ,Italy,46.42,11.15,,7 cm,report confirmed by reliable source,2022-06-21 17:50:00
175,IT_28246,large hail,Malosco ,Italy,46.44,11.14,,5 cm,report confirmed by reliable source,2022-06-21 17:50:00
176,IT_28243,large hail,Lauregno ,Italy,46.45,11.06,,3 cm,report confirmed by reliable source,2022-06-21 17:45:00
177,IT_28263,large hail,Rumo ,Italy,46.46,10.99,,3 cm,report confirmed by reliable source,2022-06-21 17:40:00
178,IT_28245,large hail,Livo ,Italy,46.42,11.03,,3 cm,report confirmed by reliable source,2022-06-21 17:40:00
179,IT_28240,large hail,Brez ,Italy,46.43,11.11,,4 cm,report confirmed by reliable source,2022-06-21 17:40:00
180,IT_28242,large hail,Castelfondo ,Italy,46.45,11.12,,3 cm,report confirmed by reliable source,2022-06-21 17:35:00
181,IT_28256,large hail,Arsiè ,Italy,45.98,11.75,,3 cm,report confirmed by reliable source,2022-06-21 15:40:00
182,IT_28238,large hail,Sauris ,Italy,46.47,12.69,,2 cm,report confirmed by reliable source,2022-06-20 17:45:00
183,IT_28232,large hail,Filiano ,Italy,40.81,15.71,< 3 km,2 cm,report confirmed by reliable source,2022-06-17 14:50:00
184,IT_28231,large hail,Tivoli ,Italy,41.96,12.8,< 3 km,2 cm,report confirmed by reliable source,2022-06-17 14:40:00
185,IT_28226,large hail,Castelfranco di Sotto ,Italy,43.7,10.74,< 3 km,3 cm,report confirmed by reliable source,2022-06-17 14:20:00
186,IT_28227,large hail,Castiglione del Lago ,Italy,43.12,12.0,< 3 km,5 cm,report confirmed by reliable source,2022-06-17 12:00:00
187,IT_28229,large hail,Cortona ,Italy,43.26,11.98,< 1 km,4 cm,report confirmed by reliable source,2022-06-17 11:40:00
188,IT_28218,large hail,Luco dei Marsi ,Italy,41.96,13.47,,4 cm,report confirmed by reliable source,2022-06-15 17:50:00
189,IT_28214,large hail,Valsamoggia ,Italy,44.44,11.03,,2 cm,report confirmed by reliable source,2022-06-15 17:50:00
190,IT_28212,large hail,Savignano sul Panaro ,Italy,44.47,11.03,,3 cm,report confirmed by reliable source,2022-06-15 17:40:00
191,IT_28213,large hail,Serramazzoni ,Italy,44.42,10.79,,6 cm,report confirmed by reliable source,2022-06-15 17:35:00
192,IT_28195,large hail,Castelvetro di Modena ,Italy,44.48,10.91,,2 cm,report confirmed by reliable source,2022-06-15 17:25:00
193,IT_28202,large hail,Maranello ,Italy,44.53,10.87,,2 cm,report confirmed by reliable source,2022-06-15 17:15:00
194,IT_28207,large hail,Pavullo nel Frignano ,Italy,44.36,10.84,,3 cm,report confirmed by reliable source,2022-06-15 17:00:00
195,IT_28206,large hail,Palagano ,Italy,44.32,10.65,,6 cm,report confirmed by reliable source,2022-06-15 16:30:00
196,IT_28203,large hail,Montefalco ,Italy,42.89,12.65,,2 cm,report confirmed by reliable source,2022-06-15 16:30:00
197,IT_28220,large hail,Rieti ,Italy,42.44,12.93,,4 cm,report confirmed by reliable source,2022-06-15 16:20:00
198,IT_28204,large hail,Montefiorino ,Italy,44.35,10.62,,7 cm,report confirmed by reliable source,2022-06-15 15:50:00
199,IT_28198,large hail,Frassinoro ,Italy,44.31,10.52,,2 cm,report confirmed by reliable source,2022-06-15 15:40:00
200,IT_28211,large hail,Porretta Terme ,Italy,44.16,10.98,,4 cm,report confirmed by reliable source,2022-06-15 15:30:00
201,IT_28201,large hail,Magione ,Italy,43.14,12.21,,2 cm,report confirmed by reliable source,2022-06-15 15:30:00
202,IT_28197,large hail,Fiumalbo ,Italy,44.18,10.65,,3 cm,report confirmed by reliable source,2022-06-15 15:30:00
203,IT_28209,large hail,Pievepelago ,Italy,44.21,10.62,,2 cm,report confirmed by reliable source,2022-06-15 15:25:00
204,IT_28200,large hail,Lizzano in Belvedere ,Italy,44.17,10.87,,5 cm,report confirmed by reliable source,2022-06-15 15:20:00
205,IT_28196,large hail,Fiera di Primiero ,Italy,46.18,11.83,,3 cm,report confirmed by reliable source,2022-06-15 15:15:00
206,IT_28205,large hail,Morino ,Italy,41.86,13.46,,3 cm,report confirmed by reliable source,2022-06-15 15:00:00
207,IT_28217,large hail,Villa Rendena ,Italy,46.07,10.69,,3 cm,report confirmed by reliable source,2022-06-15 14:40:00
208,IT_28199,large hail,L''Aquila ,Italy,42.35,13.4,,2 cm,report confirmed by reliable source,2022-06-15 14:25:00
209,IT_28194,large hail,Castel di Casio ,Italy,44.14,11.04,,2 cm,report confirmed by reliable source,2022-06-15 14:20:00
210,IT_28210,large hail,Pizzoli ,Italy,42.44,13.3,,2 cm,report confirmed by reliable source,2022-06-15 14:05:00
211,IT_28219,large hail,Falcade ,Italy,46.34,11.83,,2 cm,report confirmed by reliable source,2022-06-15 13:45:00
212,IT_28208,large hail,Pergola ,Italy,43.56,12.84,,2 cm,report confirmed by reliable source,2022-06-15 13:05:00
213,IT_28190,large hail,Grassobbio ,Italy,45.66,9.72,,2 cm,report confirmed by reliable source,2022-06-13 15:25:00
214,IT_28192,large hail,Castelnuovo del Friuli ,Italy,46.2,12.89,,2 cm,report confirmed by reliable source,2022-06-13 15:15:00
215,IT_28191,large hail,Seriate ,Italy,45.68,9.72,,3 cm,report confirmed by reliable source,2022-06-13 15:15:00
216,IT_28216,large hail,Trichiana ,Italy,46.07,12.13,,2 cm,report confirmed by reliable source,2022-06-13 14:45:00
217,IT_28215,large hail,Limana ,Italy,46.1,12.19,,3 cm,report confirmed by reliable source,2022-06-13 14:45:00
218,IT_28193,large hail,Tramonti di Sotto ,Italy,46.28,12.8,,2 cm,report confirmed by reliable source,2022-06-13 14:45:00
219,IT_28144,large hail,San Severo ,Italy,41.69,15.39,,2 cm,report confirmed by reliable source,2022-06-09 14:50:00
220,IT_28143,large hail,Neviano ,Italy,40.11,18.12,,2 cm,report confirmed by reliable source,2022-06-09 14:45:00
221,IT_28177,large hail,Fiano Romano ,Italy,42.17,12.59,,2 cm,report confirmed by reliable source,2022-06-09 08:25:00
